City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Chai Nat,TH,15.1167,100.1,77.92,84,100,8.77,overcast clouds
Bushehr,IR,28.9684,50.8385,90.66,77,2,9.24,clear sky
Eyl,SO,7.9803,49.8164,76.17,68,3,20.89,clear sky
Luderitz,NA,-26.6481,15.1594,60.37,58,100,2.86,overcast clouds
Khatanga,RU,71.9667,102.5,66.13,62,8,7.61,clear sky
Castleisland,IE,52.2333,-9.4667,47.82,93,19,1.66,few clouds
Terme,TR,41.2092,36.9739,73.33,82,95,2.84,overcast clouds
Hirara,JP,24.8,125.2833,84.67,72,73,9.15,broken clouds
Padang,ID,-0.9492,100.3543,82.45,66,21,0.87,few clouds
Wajir,KE,1.7471,40.0573,69.22,67,67,10.94,broken clouds
Khani,GE,41.9563,42.9566,63.97,93,85,0.67,overcast clouds
Chapais,CA,49.7834,-74.8492,57.97,58,100,6.06,overcast clouds
Faanui,PF,-16.4833,-151.75,77.2,79,55,23.62,light rain
Sistranda,NO,63.7256,8.834,51.76,85,100,22.5,light rain
Beringovskiy,RU,63.05,179.3167,54.66,65,62,3.53,broken clouds
Harper,LR,4.375,-7.7169,73.29,76,52,6.53,broken clouds
Maesteg,GB,51.6093,-3.6582,53.22,80,87,5.46,overcast clouds
Ucluelet,CA,48.9329,-125.5528,66.09,76,0,1.01,clear sky
Punta Alta,AR,-38.8759,-62.0736,44.65,75,100,7.23,overcast clouds
Saskylakh,RU,71.9167,114.0833,61.25,61,0,8.1,clear sky
Dubuque,US,42.4833,-90.8668,79.88,73,0,0,clear sky
Taltal,CL,-25.4,-70.4833,53.44,85,28,0.49,scattered clouds
Owosso,US,42.9978,-84.1766,77.58,86,0,3.44,clear sky
Port-Gentil,GA,-0.7193,8.7815,73.71,81,100,13.56,overcast clouds
Chuy,UY,-33.6971,-53.4616,44.74,91,0,3.87,clear sky
Isla Vista,US,34.4133,-119.861,80.35,59,0,4.61,clear sky
Aksehir,TR,38.3575,31.4164,69.21,79,0,4.29,clear sky
Arroyo,ES,41.6096,-4.7969,64.15,77,0,12.66,clear sky
Cocorit,MX,27.5833,-109.9667,86.34,62,100,5.73,overcast clouds
Powell,US,40.1578,-83.0752,75.81,86,75,4.61,broken clouds
Batagay-Alyta,RU,67.8006,130.4114,47.44,86,100,4.99,light rain
Gazalkent,UZ,41.5581,69.7708,79.92,25,0,4.03,clear sky
Vila Velha,BR,-20.3297,-40.2925,75.15,85,0,6.91,clear sky
Kavaratti,IN,10.5669,72.642,80.22,85,100,23.33,light rain
Oistins,BB,13.0667,-59.5333,82.49,78,20,16.11,few clouds
Maldonado,UY,-34.6667,-54.9167,40.39,89,5,0.65,clear sky
High Level,CA,58.5169,-117.136,72.48,41,20,4.18,few clouds
Bereda,ES,43.2686,-7.5406,61.57,100,100,8.39,overcast clouds
Kemijarvi,FI,66.7131,27.4306,57.7,98,100,0.85,light rain
Goderich,CA,43.7501,-81.7165,73.9,87,0,6.71,clear sky
Caravelas,BR,-17.7125,-39.2481,73.24,78,0,9.8,clear sky
Liepaja,LV,56.5419,21.0367,64.38,94,100,11.5,heavy intensity rain
Gwadar,PK,25.1216,62.3254,79.92,84,92,3.33,overcast clouds
Linkoping,SE,58.4109,15.6216,53.58,86,1,11.5,clear sky
Saginaw,US,43.3334,-84.0333,77.65,84,100,0,overcast clouds
Abha,SA,18.2164,42.5053,62.85,88,20,0,few clouds
Christchurch,NZ,-43.5333,172.6333,57.4,88,75,8.05,moderate rain
Zeya,RU,53.75,127.2667,59.5,99,100,4.7,heavy intensity rain
Rio Pardo,BR,-29.9897,-52.3781,46.44,89,3,4.27,clear sky
Azovskaya,RU,44.7908,38.6264,70.59,94,3,2.35,clear sky
Fenton,US,42.7978,-83.7049,77.68,85,40,6.91,scattered clouds
Deer Lake,CA,49.1667,-57.4316,66.65,93,96,6.11,overcast clouds
Saint-Joseph,RE,-21.3667,55.6167,63.21,72,12,5.88,few clouds
Sioux Lookout,CA,50.1001,-91.917,69.06,91,100,12.37,overcast clouds
Mayumba,GA,-3.432,10.6554,67.84,92,11,4.36,few clouds
Arraial Do Cabo,BR,-22.9661,-42.0278,69.94,82,58,17.11,broken clouds
Rio Grande,BR,-32.035,-52.0986,41.95,83,0,5.1,clear sky
Necochea,AR,-38.5473,-58.7368,42.49,73,99,6.49,overcast clouds
Merauke,ID,-8.4667,140.3333,81.99,78,97,9.04,overcast clouds
Caborca,MX,30.5838,-111.101,91.08,39,78,7.87,broken clouds
Orlik,RU,52.5178,99.825,53.04,47,10,5.61,clear sky
Touros,BR,-5.1989,-35.4608,73.26,85,11,10.92,few clouds
Muros,ES,42.7762,-9.0603,69.1,74,81,11.97,broken clouds
Yaan,NG,7.3833,8.5667,73.18,86,100,3.96,overcast clouds
Hunsur,IN,12.3075,76.2878,68.4,95,100,9.78,overcast clouds
Shikhazany,RU,55.5605,47.393,64.44,76,7,3.18,clear sky
Pandan,PH,14.0453,124.1694,80.04,85,100,7.7,moderate rain
Tura,IN,25.5198,90.2201,75.34,96,98,5.01,overcast clouds
Debre Zeyit,ET,8.75,38.9833,61.93,86,100,4,overcast clouds
High Rock,BS,26.6208,-78.2833,84.11,70,5,14.63,clear sky
Safaga,EG,26.7292,33.9365,88.68,49,9,3.29,clear sky
Neubrandenburg,DE,53.5667,13.2667,53.19,90,28,9.62,scattered clouds
Kaitangata,NZ,-46.2817,169.8464,56.73,68,81,5.12,broken clouds
Amapa,BR,1,-52,70.52,99,11,2.08,few clouds
Digapahandi,IN,19.3667,84.5833,81.99,81,100,2.33,overcast clouds
Laiya,PH,13.675,121.3903,80.1,87,100,2.15,light rain
Ambilobe,MG,-13.2,49.05,60.91,88,61,3.83,broken clouds
Nan,TH,18.8333,100.6667,73.89,98,100,1.5,overcast clouds
Pangai,TO,-19.8,-174.35,77.09,83,100,15.19,light rain
Kyshtovka,RU,56.555,76.6271,65.05,74,47,5.14,scattered clouds
Fredericksburg,US,38.3032,-77.4605,75.15,87,40,4.61,scattered clouds
Moron,AR,-34.6534,-58.6198,55.15,77,0,3.56,clear sky
Sfantu Gheorghe,RO,45.8667,25.7833,67.26,81,8,1.83,clear sky
Kandrian,PG,-6.2167,149.55,85.42,67,100,5.79,light rain
Komsomolskiy,UZ,40.4272,71.7189,80.47,29,0,4.07,clear sky
Ambulu,ID,-8.345,113.6058,79.79,67,63,3.33,broken clouds
Sokoni,TZ,-6.4333,39.55,73.6,69,2,7.34,clear sky
Te Anau,NZ,-45.4167,167.7167,53.4,72,25,4.47,scattered clouds
Ridgecrest,US,35.6225,-117.6709,90.39,44,0,8.05,clear sky
Bartica,GY,6.4,-58.6167,77.32,99,98,2.35,overcast clouds
Tessalit,ML,20.1986,1.0114,88.99,37,31,6.89,scattered clouds
Cherskiy,RU,68.75,161.3,57.29,44,100,10.85,overcast clouds
Maniitsoq,GL,65.4167,-52.9,41.59,98,100,10.31,light rain
Katangli,RU,51.7102,143.2326,61.66,73,62,17.18,broken clouds
Seydi,TM,39.4816,62.9137,80.37,29,0,7.87,clear sky
Birao,CF,10.2849,22.7882,70.43,97,93,4.63,overcast clouds
Tongzi,CN,28.7829,105.0877,85.82,69,8,3.04,clear sky
Chaohu,CN,31.6,117.8667,92.26,56,42,11.41,scattered clouds
Zhigansk,RU,66.7697,123.3711,51.35,99,100,14.09,heavy intensity rain
Faya,SA,18.3851,42.4509,63.12,73,100,3.27,overcast clouds
Trebinje,BA,42.7119,18.3442,84.56,32,0,5.75,clear sky
Xining,CN,36.6167,101.7667,72.27,67,7,2.15,clear sky
Menongue,AO,-14.6585,17.691,54.09,44,0,3.18,clear sky
Kombissiri,BF,12.0656,-1.3375,73.36,90,68,6.76,light rain
Haines Junction,CA,60.7522,-137.5108,55.02,72,100,8.99,overcast clouds
Nikel,RU,69.4128,30.222,51.98,89,100,9.48,light rain
Beidao,CN,34.5686,105.8933,85.23,53,15,11.63,few clouds
Mount Isa,AU,-20.7333,139.5,73.17,31,35,12.66,scattered clouds
Kucevo,RS,44.4775,21.67,67.78,45,0,2.53,clear sky
Lakatoro,VU,-16.0999,167.4164,82.9,70,11,11.39,few clouds
Nador,MA,35.174,-2.9287,75.45,94,40,3.44,scattered clouds
Socorro,US,31.6546,-106.3033,94.1,28,40,3.44,scattered clouds
Maragogi,BR,-9.0122,-35.2225,72.32,88,58,4.52,broken clouds
Pundaguitan,PH,6.3711,126.1689,82.83,72,54,5.28,broken clouds
Codajas,BR,-3.8367,-62.0569,76.55,68,53,3.31,broken clouds
Longyearbyen,SJ,78.2186,15.6401,49.84,76,75,3.44,broken clouds
Jawhar,SO,2.7809,45.5005,71.91,87,97,11.77,overcast clouds
Sabang,ID,5.8933,95.3214,82.47,72,100,17.58,overcast clouds
Afua,BR,-0.1567,-50.3867,75.43,93,14,7.02,few clouds
Verkhnevilyuysk,RU,63.4453,120.3167,50.67,92,100,9.82,overcast clouds
Labuhan,ID,-6.8844,112.2051,81.54,64,18,6.33,few clouds
Lebedinyy,RU,58.5167,125.5167,48.09,99,100,6.13,moderate rain
Tazovskiy,RU,67.4667,78.7,54.72,94,100,11.59,light rain
Nuevo Progreso,MX,23.1667,-97.95,82.89,63,58,1.01,broken clouds
Banamba,ML,13.55,-7.45,75.24,74,100,5.91,overcast clouds
Barahona,DO,18.2085,-71.1008,80.55,79,9,9.55,clear sky
Goba,ET,7.0167,39.9833,49.1,90,80,3.44,broken clouds
Aksu,CN,41.1231,80.2644,72.41,59,100,9.75,overcast clouds
Stolin,BY,51.8912,26.846,63.93,88,2,3.96,clear sky
Kholm,RU,59.2667,32.85,63.59,85,5,5.77,clear sky
Jacmel,HT,18.2342,-72.5347,78.64,79,21,2.01,few clouds
Baturaja,ID,-4.1333,104.1667,80.8,76,54,2.06,broken clouds
Moose Factory,CA,51.2585,-80.6094,69.78,68,75,6.91,haze
Edson,CA,53.5835,-116.4356,60.53,58,93,2.01,overcast clouds
Kharitonovo,RU,61.4009,47.4978,62.96,82,6,3.42,clear sky
Nadym,RU,65.5333,72.5167,62.62,66,95,10.04,overcast clouds
Cam Ranh,VN,11.9214,109.1591,84.16,79,20,3.44,few clouds
Bukachacha,RU,52.9833,116.9167,68.11,53,8,5.75,light rain
Tan An,VN,10.5333,106.4167,77.02,81,100,9.44,overcast clouds
Sulangan,PH,11.1373,123.7228,82.33,74,100,6.98,overcast clouds
Iqaluit,CA,63.7506,-68.5145,43.7,87,100,1.23,overcast clouds
Mizan Teferi,ET,6.9833,35.5833,58.6,89,100,3,overcast clouds
Lodja,CD,-3.4833,23.4333,71.29,46,14,0.69,few clouds
Staryy Nadym,RU,65.6118,72.6842,62.26,66,94,8.7,overcast clouds
Dom Pedrito,BR,-30.9828,-54.6731,43.93,92,22,5.61,few clouds
Portland,US,45.5234,-122.6762,82.29,39,0,13.8,clear sky
San Antonio,US,29.4241,-98.4936,91.27,47,0,17.27,clear sky
Mandal,IN,25.45,74.5667,79.75,80,91,1.97,overcast clouds
Samarai,PG,-10.6167,150.6667,80.73,83,41,11.18,scattered clouds
Whitianga,NZ,-36.8333,175.7,60.69,55,100,6.06,overcast clouds
Coquimbo,CL,-29.9533,-71.3436,51.53,100,0,4.61,clear sky
Ubinskoye,RU,55.3068,79.6802,67.21,60,68,4.56,broken clouds
Bonavista,CA,48.6499,-53.1147,65.46,90,50,14.63,scattered clouds
Bukama,CD,-9.2,25.85,68.76,39,73,3.31,broken clouds
Pasighat,IN,28.0667,95.3333,86.4,72,23,2.01,few clouds
Pleasanton,US,37.6624,-121.8747,79.52,65,0,16.11,clear sky
Usinsk,RU,65.9939,57.5281,63.88,79,38,7.65,scattered clouds
Moshenskoye,RU,58.5102,34.5911,68.5,73,100,5.28,overcast clouds
Launceston,AU,-41.45,147.1667,53.35,77,75,16.11,broken clouds
Svetlyy,RU,54.675,20.1347,66.25,92,100,13.22,overcast clouds
Berlevag,NO,70.8578,29.0864,51.6,81,92,8.05,overcast clouds
Buchanan,LR,5.8808,-10.0467,74.8,84,100,6.35,overcast clouds
Acarau,BR,-2.8856,-40.12,77.56,83,1,14.45,clear sky
Tezu,IN,27.9167,96.1667,86.23,72,41,2.46,scattered clouds
Catuday,PH,16.2923,119.8062,80.53,80,100,11.54,overcast clouds
Khasan,RU,42.4308,130.6434,80.8,71,33,3.27,scattered clouds
Oruro,BO,-17.9833,-67.15,41.81,76,48,2.73,scattered clouds
Lompoc,US,34.6391,-120.4579,73.54,84,100,13.8,overcast clouds
Pecos,US,31.4229,-103.4932,95.83,21,0,16.11,clear sky
Kruisfontein,ZA,-34.0033,24.7314,50.32,87,74,6.69,broken clouds
Lufilufi,WS,-13.8745,-171.5986,81.01,68,14,14.47,few clouds
Traverse City,US,44.7631,-85.6206,75.83,82,20,1.99,few clouds
Dubrovka,RU,53.6907,33.5071,60.91,91,5,5.53,clear sky
Okhotsk,RU,59.3833,143.3,57.24,87,100,17,overcast clouds
Rota,ES,36.6224,-6.3586,73.22,100,20,2.3,few clouds
Palmer,US,42.1584,-72.3287,80.15,79,40,4.61,scattered clouds
Urucara,BR,-2.5364,-57.76,75.78,76,13,1.32,few clouds
San Andres Del Rabanedo,ES,42.6117,-5.6167,62.49,88,0,3.44,clear sky
Palestrina,IT,41.8355,12.889,76.24,84,34,4,scattered clouds
Rayong,TH,12.8333,101.4333,84.88,89,100,5.61,overcast clouds
Macas,EC,-2.3167,-78.1167,67.08,99,100,2.44,light rain
Port Macquarie,AU,-31.4333,152.9167,71.89,34,3,9.8,clear sky
Farafangana,MG,-22.8167,47.8333,64.47,91,20,6.98,few clouds
Saint-Louis,SN,16.3333,-15,83.7,64,95,13.18,overcast clouds
Maceio,BR,-9.6658,-35.7353,72.84,88,75,3.44,broken clouds
Rock Sound,BS,24.9,-76.2,83.39,73,5,19.57,clear sky
Port Hardy,CA,50.6996,-127.4199,64.58,68,20,12.66,few clouds
Mogadishu,SO,2.0371,45.3438,75.43,83,82,19.22,light rain
Avera,US,33.194,-82.5271,80.55,76,100,5.75,overcast clouds
Leo,BF,11.1,-2.1,72.86,89,94,4.23,overcast clouds
Mokhsogollokh,RU,61.4681,128.9203,55.72,95,100,5.75,overcast clouds
Kumano,JP,34.3442,132.5894,85.12,73,28,7.52,scattered clouds
Gazanjyk,TM,39.2446,55.5154,86.38,24,4,9.22,clear sky
Grindavik,IS,63.8424,-22.4338,53.55,100,100,16.11,light intensity drizzle
Saint-Francois,FR,46.4154,3.9054,67.44,60,0,9.22,clear sky
Najran,SA,17.4924,44.1277,77.65,61,98,4.59,overcast clouds
Charters Towers,AU,-20.1,146.2667,83.23,49,0,5.21,clear sky
Cap Malheureux,MU,-19.9842,57.6142,65.46,74,11,5.01,few clouds
Lata,PT,40.1629,-8.3327,61.95,94,6,0.43,clear sky
Ust-Tsilma,RU,65.441,52.1498,62.74,90,86,3.2,overcast clouds
Ugoofaaru,MV,5.6667,73,80.65,79,91,17.34,moderate rain
Kudahuvadhoo,MV,2.6708,72.8944,82.56,75,100,15.05,overcast clouds
Galle,LK,6.0367,80.217,78.28,85,100,12.28,overcast clouds
Pafos,CY,34.7667,32.4167,74.98,73,75,6.91,broken clouds
Port Blair,IN,11.6667,92.75,81.81,82,100,22.19,overcast clouds
Sidney,AU,-33.8679,151.2073,68.61,40,0,17.27,clear sky
Klaksvik,FO,62.2266,-6.589,52.72,84,72,8.9,broken clouds
Grand Island,US,40.925,-98.342,84.15,70,0,10.36,clear sky
Tocopilla,CL,-22.092,-70.1979,59.99,69,70,3.76,broken clouds
Salalah,OM,17.0151,54.0924,78.89,94,75,4.61,broken clouds
Kollam,IN,8.8833,76.6,76.3,87,100,7.78,overcast clouds
Aitape,PG,-3.1374,142.3475,85.32,62,84,3.67,broken clouds
Ambovombe,MG,-25.1667,46.0833,61.92,87,0,7.76,clear sky
Charlestown,AU,-32.95,151.6667,67.1,57,0,8.01,clear sky
Skeldon,GY,5.8833,-57.1333,76.41,92,16,6.58,few clouds
Likasi,CD,-10.9814,26.7333,56.17,58,7,3.71,clear sky
Severo-Yeniseyskiy,RU,60.3725,93.0408,51.55,67,100,4.25,overcast clouds
Karratha,AU,-20.7377,116.8463,70.09,32,0,18.59,clear sky
Lincoln,US,40.8,-96.667,87.71,71,0,12.66,clear sky
Vanavara,RU,60.34,102.2797,53.91,77,92,7.56,overcast clouds
Karaton,ID,-6.3424,106.1045,79.25,78,100,1.61,overcast clouds
Mananjary,MG,-21.2167,48.3333,63.45,90,2,5.59,clear sky
Diego De Almagro,CL,-26.3667,-70.05,51.66,54,0,1.48,clear sky
Anadyr,RU,64.75,177.4833,59.5,51,40,17.9,scattered clouds
Salina Cruz,MX,16.1667,-95.2,83.25,66,100,10.29,overcast clouds
Elizabeth City,US,36.2946,-76.2511,82.06,83,0,6.91,clear sky
Belyy Yar,RU,53.6039,91.3903,62.49,66,0,2.24,clear sky
Broome,US,42.2506,-75.833,73.78,92,0,5.01,clear sky
Brae,GB,60.3964,-1.353,50.85,79,11,11.61,few clouds
Banda Aceh,ID,5.5577,95.3222,83.52,65,97,11.43,overcast clouds
Rabo De Peixe,PT,37.8,-25.5833,71.11,94,75,1.14,light rain
Binga,ZW,-17.6203,27.3414,62.44,55,0,0.65,clear sky
Olga,RU,43.7444,135.2892,71.62,99,100,2.57,overcast clouds
Dondo,MZ,-19.6094,34.7431,60.31,95,0,3.85,clear sky
Kurilsk,RU,45.2333,147.8833,59.95,63,60,5.64,broken clouds
Bilma,NE,18.6853,12.9164,90.21,33,82,12.75,broken clouds
Chermoz,RU,58.787,56.1489,59.5,79,32,3.69,scattered clouds
Marzuq,YE,14.4,46.4667,79.29,57,91,3,overcast clouds
Saint-Augustin,CA,51.226,-58.6502,63.27,48,2,11.32,clear sky
Desaguadero,PE,-16.5656,-69.0417,44.01,72,74,2.01,broken clouds
Mandali,IQ,33.7499,45.5541,99.75,17,0,10.2,clear sky
Isla Mujeres,MX,21.2311,-86.731,80.65,78,54,8.41,broken clouds
Ilhabela,BR,-23.7781,-45.3581,64.78,87,17,2.57,few clouds
Korla,CN,41.7597,86.1469,88.57,23,63,11.7,broken clouds
Yarada,IN,17.65,83.2667,82.72,78,40,4.61,moderate rain
Huimanguillo,MX,17.85,-93.3833,77.68,75,15,7.16,few clouds
Surt,LY,31.2089,16.5887,80.1,67,0,7.43,clear sky
Douentza,ML,14.9951,-2.9517,84.74,54,85,4,overcast clouds
Amboasary,MG,-25.0333,46.3833,63.05,86,0,5.41,clear sky
Kolosovka,RU,56.4678,73.611,65.14,72,24,5.48,few clouds
Moussoro,TD,13.6408,16.4901,80.37,74,100,12.88,overcast clouds
Aquin,HT,18.2833,-73.4,80.08,77,33,0.65,scattered clouds
Tuatapere,NZ,-46.1333,167.6833,56.84,64,11,6.08,few clouds
Vysokogornyy,RU,50.1167,139.15,59.47,98,100,4.27,overcast clouds
Havoysund,NO,70.9963,24.6622,52.03,80,3,9.8,clear sky
Qujing,CN,25.4833,103.7833,64.15,93,99,3.18,overcast clouds
Sigayevo,RU,56.4216,53.7757,65.41,72,100,2.15,overcast clouds
Kargil,IN,34.5667,76.1,58.19,64,96,5.75,overcast clouds
Mozhaysk,RU,55.5019,36.0272,61.86,79,17,3.96,few clouds
Beloha,MG,-25.1667,45.05,66.96,71,84,6.26,broken clouds
Komatipoort,ZA,-25.4332,31.9548,62.82,97,15,1.7,few clouds
San Andres,CO,12.5847,-81.7006,78.82,94,75,5.75,broken clouds
Huarmey,PE,-10.0681,-78.1522,62.91,84,74,11.41,broken clouds
Bloomfield,US,40.8068,-74.1854,84.06,67,0,6.91,clear sky
De Aar,ZA,-30.6497,24.0123,48.74,49,80,2.26,broken clouds
Helong,CN,42.5397,128.9972,82.89,52,100,6.02,overcast clouds
Leh,IN,34.1667,77.5833,61.56,64,85,5.14,overcast clouds
Chernyshevskiy,RU,63.0128,112.4714,47.41,98,100,6.6,light rain
Vardo,NO,70.3705,31.1107,51.78,93,100,2.3,overcast clouds
Brigantine,US,39.4101,-74.3646,79,82,0,3.44,clear sky
Kabalo,CD,-6.05,26.9167,74.01,44,8,1.54,clear sky
Burns Lake,CA,54.2331,-125.7533,69.22,43,100,2.15,overcast clouds
Kota Bahru,MY,6.1333,102.2386,80.55,74,20,4.61,few clouds
Borazjan,IR,29.2666,51.2159,93.33,57,3,3.62,clear sky
Sterlibashevo,RU,53.4376,55.2578,62.44,72,0,3.96,clear sky
Obo,CF,5.3998,26.4869,65.73,96,55,4.09,broken clouds
Pisco,PE,-13.7,-76.2167,60.85,82,40,3.44,scattered clouds
Linxia,CN,35.6003,103.2064,78.35,57,7,1.43,clear sky
Xam Nua,LA,20.4197,104.0439,68.5,99,100,0.72,overcast clouds
Atbasar,KZ,51.8,68.3333,63.81,57,81,7.83,broken clouds
Kjopsvik,NO,68.097,16.3742,56.17,73,33,8.41,scattered clouds
Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,100,21.85,fog
Prikubanskiy,RU,45.0015,41.1795,71.44,64,90,13.02,overcast clouds
Altay,CN,47.8667,88.1167,72.34,29,18,3.62,few clouds
Ngama,TD,11.7833,17.1667,73.81,84,100,6.4,overcast clouds
San Rafael,AR,-34.6177,-68.3301,53.92,54,100,5.21,overcast clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.97,83,16,3.38,few clouds
Rosarito,MX,32.3333,-117.0333,83.66,73,12,13.24,few clouds
Sao Jose Da Laje,BR,-9.0097,-36.0583,64.15,96,25,1.57,scattered clouds
Sokolac,BA,43.9397,18.8017,56.37,56,0,1.5,clear sky
Jizan,SA,17.3333,42.6667,83.34,66,91,2.57,overcast clouds
Yate,GB,51.5407,-2.4184,54.82,71,93,5.68,overcast clouds
Gornopravdinsk,RU,60.05,69.9,68.14,66,82,3.89,broken clouds
