City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Chanute,US,2022-08-01 02:01:23,37.6792,-95.4572,82.62,63,2,11.5
384,Porto Velho,BR,2022-08-01 02:01:23,-8.7619,-63.9039,82.71,44,98,0.65
385,Novo Aripuana,BR,2022-08-01 02:01:23,-5.1206,-60.3797,76.46,76,51,3.04
386,Broome,US,2022-08-01 02:01:24,42.2506,-75.833,72.01,84,97,2.77
387,Ahipara,NZ,2022-08-01 02:01:24,-35.1667,173.1667,58.28,55,14,7.25
388,Show Low,US,2022-08-01 02:00:05,34.2542,-110.0298,73.69,71,0,10.36
389,Talcahuano,CL,2022-08-01 01:59:09,-36.7167,-73.1167,49.68,81,75,3.44
390,Tucupita,VE,2022-08-01 02:01:24,9.0622,-62.051,73.58,98,100,3.51
391,Karratha,AU,2022-08-01 02:00:44,-20.7377,116.8463,77.09,56,59,7.36
392,Houma,US,2022-08-01 01:57:30,29.5958,-90.7195,81.0,87,0,1.01
393,Kargopol,RU,2022-08-01 02:01:25,61.5071,38.9456,49.19,96,9,3.38
394,Challapata,BO,2022-08-01 02:01:25,-18.9,-66.7667,45.82,20,6,3.0
395,Kavaratti,IN,2022-08-01 02:01:25,10.5669,72.642,77.94,86,100,23.64
396,Stornoway,GB,2022-08-01 02:01:26,58.2093,-6.3865,50.94,90,50,4.61
397,Salalah,OM,2022-08-01 01:57:53,17.0151,54.0924,75.83,93,100,8.43
398,Saint-Philippe,RE,2022-08-01 02:01:26,-21.3585,55.7679,66.22,79,46,11.79
399,Praia,CV,2022-08-01 02:01:27,14.9215,-23.5087,76.3,78,65,6.89
400,Guiratinga,BR,2022-08-01 02:01:27,-16.3494,-53.7583,70.14,33,0,1.14
401,San Andres,CO,2022-08-01 02:01:27,12.5847,-81.7006,81.66,81,100,19.91
402,San Quintin,MX,2022-08-01 02:01:28,30.4833,-115.95,72.43,70,4,8.48
403,Adolfo Lopez Mateos,MX,2022-08-01 02:01:28,28.4667,-107.3,69.93,35,94,9.53
404,Caravelas,BR,2022-08-01 02:01:28,-17.7125,-39.2481,70.16,90,80,7.9
405,Waddan,LY,2022-08-01 02:01:29,29.1614,16.139,78.39,45,0,2.71
406,Taoudenni,ML,2022-08-01 02:01:29,22.6783,-3.9836,93.51,29,72,8.72
407,Isangel,VU,2022-08-01 02:01:29,-19.55,169.2667,76.59,78,92,16.71
408,Guatire,VE,2022-08-01 02:01:30,10.4762,-66.5427,72.57,96,84,2.04
409,La Libertad,EC,2022-08-01 02:01:16,-2.2333,-80.9,68.9,84,99,10.04
410,Oussouye,SN,2022-08-01 02:02:30,12.485,-16.5469,75.9,89,100,8.32
411,Oranjemund,NA,2022-08-01 02:02:31,-28.55,16.4333,53.58,49,0,10.69
412,Kharod,IN,2022-08-01 02:02:31,21.75,82.5667,84.04,71,100,6.33
413,Pevek,RU,2022-08-01 02:02:31,69.7008,170.3133,52.2,55,0,11.12
414,Victoria,HK,2022-08-01 02:02:06,22.2855,114.1577,92.25,73,90,1.99
415,Espinosa,BR,2022-08-01 02:02:32,-14.9261,-42.8192,72.79,59,77,11.59
416,Yuanping,CN,2022-08-01 02:02:32,38.7153,112.7575,81.34,64,0,2.91
417,Naze,JP,2022-08-01 02:02:32,28.3667,129.4833,81.28,82,96,19.93
418,Pizarro,CO,2022-08-01 02:02:33,4.9533,-77.366,77.11,91,100,6.11
419,Kovdor,RU,2022-08-01 02:02:33,67.5662,30.4758,52.11,98,100,1.79
420,Umm Lajj,SA,2022-08-01 02:02:33,25.0213,37.2685,83.53,58,49,5.12
421,Harper,LR,2022-08-01 02:02:34,4.375,-7.7169,74.93,79,100,12.82
422,Ilulissat,GL,2022-08-01 02:02:34,69.2167,-51.1,37.09,85,63,5.26
423,Kuytun,RU,2022-08-01 02:02:34,54.3419,101.5036,72.19,65,14,4.43
424,Omsukchan,RU,2022-08-01 02:02:35,62.5333,155.8,61.56,49,59,12.57
425,Daru,PG,2022-08-01 02:02:35,-9.0763,143.2092,80.19,84,77,11.54
426,Yabrud,SY,2022-08-01 02:02:35,33.9674,36.6574,67.26,39,0,3.36
427,Ulaangom,MN,2022-08-01 02:02:36,49.9811,92.0667,64.29,70,100,4.07
428,Bambous Virieux,MU,2022-08-01 01:58:41,-20.3428,57.7575,68.25,88,75,11.5
429,Bud,US,2022-08-01 02:02:36,39.447,-86.1758,75.22,80,1,2.86
430,San Policarpo,PH,2022-08-01 02:01:28,12.1791,125.5072,85.17,71,100,9.31
431,Dossor,KZ,2022-08-01 02:02:36,47.5272,52.9811,81.95,34,100,7.02
432,Vestmanna,FO,2022-08-01 02:02:37,62.1564,-7.1664,47.3,90,38,12.59
433,Kosh-Agach,RU,2022-08-01 02:02:37,50.0,88.6667,59.67,61,92,2.04
434,Havre-Saint-Pierre,CA,2022-08-01 02:02:37,50.2334,-63.5986,61.16,88,100,4.61
435,Banda Aceh,ID,2022-08-01 02:02:38,5.5577,95.3222,82.6,72,99,10.2
436,High Level,CA,2022-08-01 02:02:38,58.5169,-117.136,66.54,52,86,0.81
437,Savannah Bight,HN,2022-08-01 02:02:38,16.45,-85.85,82.65,80,23,20.71
438,The Valley,AI,2022-08-01 02:02:39,18.217,-63.0578,83.1,77,100,19.33
439,Kon Tum,VN,2022-08-01 02:02:39,14.35,108.0,78.55,82,96,2.75
440,Poltavka,RU,2022-08-01 02:02:39,54.3663,71.7632,66.2,82,22,7.81
441,Northam,GB,2022-08-01 02:02:40,51.0333,-4.2167,58.39,97,82,1.36
442,Lima,PE,2022-08-01 02:00:43,-12.0432,-77.0282,58.89,86,28,7.27
443,Fuling,CN,2022-08-01 02:02:40,29.7022,107.3919,88.47,58,0,1.72
444,Hanzhong,CN,2022-08-01 02:02:40,33.0728,107.0303,83.35,69,63,3.49
445,Vilhena,BR,2022-08-01 02:02:41,-12.7406,-60.1458,69.6,43,0,0.96
446,Silver City,US,2022-08-01 02:02:41,32.7701,-108.2803,84.16,43,0,3.44
447,Matay,EG,2022-08-01 02:02:42,28.419,30.7792,79.14,60,2,10.76
448,Vanavara,RU,2022-08-01 02:01:22,60.34,102.2797,71.82,70,15,3.22
449,Fethiye,TR,2022-08-01 02:02:42,36.6217,29.1164,80.47,40,0,4.52
450,Tamiahua,MX,2022-08-01 02:02:42,21.2667,-97.45,80.08,76,53,6.38
451,Ulladulla,AU,2022-08-01 02:01:34,-35.35,150.4667,60.17,50,0,14.07
452,Puerto Escondido,MX,2022-08-01 02:02:43,15.85,-97.0667,83.23,65,75,0.0
453,Kasamwa,TZ,2022-08-01 02:02:43,-2.85,32.4333,66.02,81,84,3.06
454,Boa Vista,BR,2022-08-01 02:00:37,2.8197,-60.6733,82.38,74,20,6.91
455,General Roca,AR,2022-08-01 02:03:43,-39.0333,-67.5833,49.46,53,90,3.94
456,San Cristobal,VE,2022-08-01 02:03:44,7.7669,-72.225,68.18,98,100,1.34
457,Turan,VN,2022-08-01 02:03:44,16.0678,108.2208,89.58,58,0,1.14
458,Shingu,JP,2022-08-01 02:03:44,33.7333,135.9833,89.74,62,48,9.89
459,Mayo,US,2022-08-01 02:03:45,38.8876,-76.5119,73.51,93,100,13.85
460,Thunder Bay,CA,2022-08-01 02:03:45,48.4001,-89.3168,58.05,96,74,2.06
461,Gorontalo,ID,2022-08-01 02:03:45,0.5412,123.0595,86.43,66,99,1.59
462,Flin Flon,CA,2022-08-01 02:03:46,54.7682,-101.865,60.67,78,93,4.9
463,Mao,ES,2022-08-01 02:03:46,39.8885,4.2658,75.76,60,0,6.91
464,Russell,US,2022-08-01 02:03:46,32.3502,-85.1999,87.4,61,20,3.44
465,Muros,ES,2022-08-01 02:03:47,42.7762,-9.0603,68.16,76,1,10.71
466,Hovd,MN,2022-08-01 01:59:00,48.0056,91.6419,69.75,48,98,2.8
467,Launceston,AU,2022-08-01 02:00:23,-41.45,147.1667,54.61,67,40,24.16
468,Diamantino,BR,2022-08-01 02:03:47,-14.4086,-56.4461,72.25,36,0,2.62
469,Tutoia,BR,2022-08-01 02:03:47,-2.7619,-42.2744,77.56,87,39,10.74
470,Altea,ES,2022-08-01 02:03:48,38.5989,-0.0514,79.68,73,9,1.99
471,Santa Vitoria Do Palmar,BR,2022-08-01 02:03:48,-33.5189,-53.3681,47.62,86,57,5.28
472,Ponta Delgada,PT,2022-08-01 02:03:48,37.7333,-25.6667,70.52,83,40,3.44
473,Khuzdar,PK,2022-08-01 02:03:49,27.7384,66.6434,75.25,84,82,4.92
474,Sao Raimundo Nonato,BR,2022-08-01 02:03:49,-9.0153,-42.6994,78.3,42,8,6.87
475,Marsaxlokk,MT,2022-08-01 02:03:49,35.8419,14.5431,81.09,89,20,5.75
476,Fukue,JP,2022-08-01 02:03:50,32.6881,128.8419,79.16,94,75,23.02
477,Nioro,GM,2022-08-01 02:03:50,13.35,-15.75,71.31,92,100,10.56
478,Sabha,LY,2022-08-01 02:03:50,27.0377,14.4283,80.44,23,0,10.2
479,Pacific Grove,US,2022-08-01 02:03:50,36.6177,-121.9166,70.45,84,0,6.91
480,Port Lincoln,AU,2022-08-01 02:03:51,-34.7333,135.8667,59.76,61,3,15.64
481,Kensington,AU,2022-08-01 02:03:51,-33.9167,151.2167,68.97,55,20,13.8
482,Port Elizabeth,ZA,2022-08-01 02:03:52,-33.918,25.5701,47.32,86,0,1.99
483,Labuhan,ID,2022-08-01 02:03:52,-6.8844,112.2051,81.86,68,32,5.39
484,Panguna,PG,2022-08-01 02:03:52,-6.3164,155.4848,84.0,52,82,4.7
485,Paamiut,GL,2022-08-01 02:03:11,61.994,-49.6678,45.81,88,100,4.16
486,Bo Phloi,TH,2022-08-01 02:03:53,14.3236,99.5161,84.31,73,100,4.59
487,Amazar,RU,2022-08-01 02:03:53,53.858,120.875,77.65,50,9,7.07
488,Sistranda,NO,2022-08-01 02:03:53,63.7256,8.834,51.76,77,100,8.46
489,Xuchang,CN,2022-08-01 02:00:28,34.0167,113.8167,88.43,58,5,4.29
490,Lokosovo,RU,2022-08-01 02:03:54,61.1333,74.8167,55.36,63,6,11.03
491,Worland,US,2022-08-01 02:03:54,44.0169,-107.9554,93.67,30,0,5.75
492,Beyneu,KZ,2022-08-01 02:03:54,45.3167,55.2,80.04,39,37,8.23
493,Sioux Lookout,CA,2022-08-01 02:03:55,50.1001,-91.917,60.87,94,100,9.22
494,Zhigansk,RU,2022-08-01 02:03:55,66.7697,123.3711,71.82,61,64,2.75
495,Sitka,US,2022-08-01 02:03:55,57.0531,-135.33,57.09,94,100,8.05
496,Karasburg,NA,2022-08-01 02:03:56,-28.0167,18.75,44.83,49,33,9.71
497,Storm Lake,US,2022-08-01 01:59:57,42.6411,-95.2097,81.64,69,0,8.05
498,Ornskoldsvik,SE,2022-08-01 02:01:18,63.2909,18.7153,58.15,100,100,4.61
499,Basco,PH,2022-08-01 02:02:44,20.4487,121.9702,85.32,76,100,14.14
500,La Vega,DO,2022-08-01 02:03:56,19.2221,-70.5296,76.05,95,20,4.47
501,Mossendjo,CG,2022-08-01 02:04:57,-2.9506,12.7261,62.29,98,0,2.37
502,Tarnova,RO,2022-08-01 02:04:57,46.3167,21.8,60.75,90,72,1.72
503,Shirdi,IN,2022-08-01 02:04:57,19.7667,74.4833,75.92,79,34,11.14
504,Pueblo Nuevo,MX,2022-08-01 02:04:58,23.3833,-105.3833,58.42,96,99,1.5
505,Coper,CO,2022-08-01 02:04:58,5.4768,-74.0442,67.64,97,100,4.76
506,Hami,CN,2022-08-01 02:04:58,42.8,93.45,88.32,24,100,7.92
507,Pareora,NZ,2022-08-01 02:04:59,-44.4871,171.2132,53.19,48,91,8.52
508,Lukulu,ZM,2022-08-01 02:04:59,-14.3707,23.242,54.54,30,0,6.08
509,Champerico,GT,2022-08-01 02:02:35,14.3,-91.9167,77.13,82,100,7.85
510,Santa Leopoldina,BR,2022-08-01 02:04:59,-20.1006,-40.5297,69.62,97,39,1.52
511,San Juan,AR,2022-08-01 02:03:18,-31.5375,-68.5364,57.7,32,12,5.39
512,Bozuyuk,TR,2022-08-01 02:05:00,39.9078,30.0367,66.54,92,0,4.34
513,Pavilosta,LV,2022-08-01 02:05:00,56.8879,21.1859,60.71,80,38,8.97
514,Tolyatti,RU,2022-08-01 02:05:00,53.5303,49.3461,64.17,87,77,9.19
515,Zheleznodorozhnyy,RU,2022-08-01 02:05:01,55.7503,38.0042,61.32,75,29,4.25
516,Larap,PH,2022-08-01 02:05:01,14.299,122.6504,84.7,72,100,5.46
517,Nakamura,JP,2022-08-01 02:05:02,32.9833,132.9333,85.14,77,58,6.26
518,Burgeo,CA,2022-08-01 02:05:02,47.6167,-57.6152,61.77,86,55,9.51
519,Rudnichnyy,RU,2022-08-01 02:05:02,59.617,52.4703,59.86,87,6,0.43
520,Vila Franca Do Campo,PT,2022-08-01 02:05:03,37.7167,-25.4333,70.21,85,4,4.36
521,Nishihara,JP,2022-08-01 02:05:03,26.1842,127.7558,80.26,94,75,21.85
522,Nantucket,US,2022-08-01 02:04:46,41.2835,-70.0995,75.31,92,0,8.05
523,Poum,NC,2022-08-01 02:05:03,-20.2333,164.0167,73.29,71,96,11.56
524,Los Llanos De Aridane,ES,2022-08-01 02:05:04,28.6585,-17.9182,67.75,95,20,14.97
525,Waitati,NZ,2022-08-01 02:05:04,-45.75,170.5667,52.81,61,93,4.76
526,Harrisonburg,US,2022-08-01 02:05:04,38.4496,-78.8689,70.16,93,100,0.0
527,Shubarshi,KZ,2022-08-01 02:05:05,48.5872,57.1869,74.1,46,63,1.28
528,Medea,DZ,2022-08-01 02:05:05,36.2642,2.7539,67.8,86,0,3.13
529,Novo Oriente,BR,2022-08-01 02:05:05,-5.5344,-40.7742,72.39,80,32,1.14
530,Ebreichsdorf,AT,2022-08-01 02:05:06,47.95,16.4,71.67,71,99,2.15
531,Doha,QA,2022-08-01 02:05:06,25.2867,51.5333,93.18,70,0,5.75
532,Kaseda,JP,2022-08-01 02:05:06,31.4167,130.3167,85.1,77,98,16.13
533,Liling,CN,2022-08-01 02:05:07,27.6667,113.5,92.97,45,6,3.24
534,Batticaloa,LK,2022-08-01 02:05:07,7.7102,81.6924,80.58,79,98,3.02
535,Bartica,GY,2022-08-01 02:05:07,6.4,-58.6167,79.12,98,79,1.83
536,Edgewater,US,2022-08-01 02:05:08,28.9889,-80.9023,83.12,83,1,8.93
537,Manaure,CO,2022-08-01 02:05:08,11.7751,-72.4445,81.63,76,6,22.21
538,Jutai,BR,2022-08-01 02:05:08,-5.1833,-68.9,74.17,91,89,1.36
539,Jackson,US,2022-08-01 02:02:41,42.4165,-122.8345,93.07,38,0,11.5
540,Corn Island,NI,2022-08-01 02:05:09,12.1694,-83.0418,81.72,80,100,17.52
541,Abeche,TD,2022-08-01 02:05:09,13.8292,20.8324,76.8,79,100,3.38
542,San Luis,AR,2022-08-01 02:05:09,-33.295,-66.3356,53.37,41,76,9.95
543,Werda,BW,2022-08-01 02:05:10,-25.2667,23.2833,57.15,26,80,11.45
544,Dubrovka,RU,2022-08-01 02:05:10,53.6907,33.5071,58.51,81,100,6.46
545,Bitung,ID,2022-08-01 02:05:10,1.4451,125.1824,88.65,69,89,4.7
546,Peniche,PT,2022-08-01 02:05:11,39.3558,-9.3811,67.28,95,0,5.14
547,Valuyki,RU,2022-08-01 02:05:11,50.2035,38.1067,61.0,70,25,9.06
548,Kulhudhuffushi,MV,2022-08-01 02:02:41,6.6221,73.07,78.15,79,100,35.41
549,Kapit,MY,2022-08-01 02:06:11,2.0167,112.9333,77.61,88,100,1.5
550,Beringovskiy,RU,2022-08-01 02:06:12,63.05,179.3167,50.14,62,100,4.92
551,Sorland,NO,2022-08-01 02:06:12,67.667,12.6934,53.46,84,100,11.72
552,Crestview,US,2022-08-01 02:06:12,30.7621,-86.5705,87.24,74,0,0.0
553,Arica,CL,2022-08-01 02:06:13,-18.475,-70.3042,61.03,72,100,8.05
554,Cartagena,CO,2022-08-01 02:02:53,10.3997,-75.5144,80.74,87,75,13.51
555,Tonekabon,IR,2022-08-01 02:06:13,36.8163,50.8738,77.63,81,28,0.92
556,Pedernales,DO,2022-08-01 02:06:14,18.0384,-71.744,82.8,74,2,9.91
557,Guararema,BR,2022-08-01 02:06:14,-23.415,-46.035,53.74,92,1,0.65
558,Norcasia,CO,2022-08-01 02:06:14,5.5778,-74.8852,70.77,97,100,1.83
559,Port Huron,US,2022-08-01 02:06:15,42.9709,-82.4249,72.86,70,0,5.75
560,Kaeo,NZ,2022-08-01 02:06:15,-35.1,173.7833,59.47,49,8,2.73
561,Marsh Harbour,BS,2022-08-01 02:05:31,26.5412,-77.0636,83.17,73,100,11.83
562,Antalaha,MG,2022-08-01 02:06:16,-14.9003,50.2788,66.67,90,60,5.73
563,Emba,KZ,2022-08-01 02:06:16,48.8264,58.1442,73.87,46,100,3.56
564,Muisne,EC,2022-08-01 02:06:16,0.6,-80.0333,73.74,87,100,10.13
565,Smidovich,RU,2022-08-01 02:06:17,48.6,133.8167,81.32,75,51,3.83
566,Xinqing,CN,2022-08-01 02:06:17,48.2333,129.5,79.7,79,21,5.57
567,Tilichiki,RU,2022-08-01 02:01:22,60.4667,166.1,56.82,64,18,7.94
568,Kilakarai,IN,2022-08-01 02:06:17,9.2333,78.7833,81.03,76,100,2.35
569,Puri,IN,2022-08-01 02:06:18,19.8,85.85,84.72,73,100,13.42
570,Pali,IN,2022-08-01 02:06:18,25.7667,73.3333,80.38,83,59,14.12
571,Berezniki,RU,2022-08-01 02:06:18,59.4152,56.8124,62.4,89,100,3.85
572,Loreto,MX,2022-08-01 02:06:19,22.2667,-101.9667,68.88,47,88,11.34
573,Ondjiva,AO,2022-08-01 02:06:19,-17.0667,15.7333,51.33,42,0,3.02
574,Ancud,CL,2022-08-01 02:03:21,-41.8697,-73.8203,42.22,85,100,1.05
575,Boyolangu,ID,2022-08-01 02:06:19,-8.1181,111.8935,80.69,68,8,1.23
